ID#,Country,SERIES          SH,SHOT,YEAR,MON,DAY,SITE,LAT,LONG,HOB,YD-MN,YIELD,DATE,MON_NUM,HOB_ft
887,USA,Fulcrum,Strake,1977,AUG,4,NTS-YF,37.08657,-116.00687,-517.55,20,44,8/4/1977,8,-157.7896341
1101,USA,Aqueduct,Metropolis,1990,MAR,10,NTS-YF,42:00.9,-116.05518,-469.4,20,44,3/10/1990,3,-143.1097561
239,USSR,1965,,1965,FEB,4,STS-D,49.77306,77.99139,-262,0.001,44,2/4/1965,2,-79.87804878
539,USSR,1977,,1977,MAY,29,STS-B,49.94639,78.77167,0,20,44,5/29/1977,5,0
615,USSR,1978,,1978,NOV,4,STS-B,50.04167,78.94722,0,20,44,11/4/1978,11,0
690,USSR,1980,,1980,JUN,29,STS-B,49.94861,78.81806,0,0.001,44,6/29/1980,6,0
107,USA,Plumbbob,Smoky,1957,AUG,31,NTS-YF,37.1872,-116.0678,210,44,44,8/31/1957,8,64.02439024
1002,INDIA,Shakti-98,Shakti I,1998,MAY,11,POK,27.0716,71.7612,-200,40,43,5/11/1998,5,-60.97560976
41,USA,Upshot-Knothole,Simon,1953,APR,25,NTS-YF,37.0531,-116.1028,90,43,43,4/25/1953,4,27.43902439
55,USA,Teapot,Turk,1955,MAR,7,NTS-YF,37.1383,-116.1175,150,43,43,3/7/1955,3,45.73170732
247,USA,Dominic I,Nambe,1962,MAY,27,LI-CH,1.6,-157.3,2176,43,43,5/27/1962,5,663.4146341
258,USSR,1966,,1966,JUN,29,STS-D,49.83917,78.07083,0,20,42,6/29/1966,6,0
342,USSR,1970,,1970,JAN,29,STS-D,49.79222,78.11306,0,0.001,42,1/29/1970,1,0
423,USSR,1973,,1973,FEB,16,STS-D,49.81583,78.10667,0,20,42,2/16/1973,2,0
557,USSR,1977,,1977,OCT,29,STS-D,49.83417,78.08028,0,0.001,42,10/29/1977,10,0
137,FRANCE,1983,Cinyras,1983,MAY,25,PMU-L,-21.861,-138.917,0,20,42,5/25/1983,5,0
832,USSR,1984,,1984,MAR,7,STS-B,50.05,78.95611,0,20,42,3/7/1984,3,0
4,USSR,1951,Joe 3),1951,OCT,18,STS,50,78,380,42,42,10/18/1951,10,115.8536585
39,USSR,1957,,1957,APR,3,STS,50,78,1100,42,42,4/3/1957,4,335.3658537
490,USA,Latchkey,Bourbon,1967,JAN,20,NTS-YF,37.09986,-116.00383,-559.72,20,41,1/20/1967,1,-170.6463415
632,USA,Mandrel,Rulison,1969,SEP,10,null,39.4058,-107.9481,-2570,40,40,9/10/1969,9,-783.5365854
603,USA,Bowline,Wineskin,1969,JAN,15,NTS-RM,37.20914,-116.22539,-518.16,20,40,1/15/1969,1,-157.9756098
241,USA,Nougat,Aardvark,1962,MAY,12,NTS-YF,37.06519,-116.03039,-434.04,40,40,5/12/1962,5,-132.3292683
61,USSR,1958,,1958,MAR,14,NZ,73,55,0,40,40,3/14/1958,3,0
79,USSR,1958,,1958,OCT,19,NZ,73,55,0,40,40,10/19/1958,10,0
71,USSR,1958,,1958,OCT,2,NZ,73,55,0,40,40,10/2/1958,10,0
6,FRANCE,,Beryl,1962,MAY,1,AL-IE,24.063,5.0418,0,10,40,5/1/1962,5,0
340,USSR,1969,,1969,DEC,28,STS-SU,49.93733,77.71422,0,40,40,12/28/1969,12,0
135,FRANCE,1983,Eurytos,1983,APR,19,PMU-L,-21.819,-138.872,0,20,40,4/19/1983,4,0
908,USSR,1987,,1987,MAY,6,STS-D,49.77583,78.01222,0,0.001,40,5/6/1987,5,0
71,USA,Redwing,Lacrosse,1956,MAY,4,EN,11.5578,162.355,5,40,40,5/4/1956,5,1.524390244
10,USSR,1954,Joe 8?),1954,SEP,14,null,52.6,52.84,350,40,40,9/14/1954,9,106.7073171
36,USSR,1956,,1956,DEC,14,STS,50,78,1965,40,40,12/14/1956,12,599.0853659
207,FRANCE,1995,Aepytos,1995,OCT,27,PMU-L,-21.89,-138.98,0,20,39,10/27/1995,10,0
3,USSR,1951,toraya Molniya,1951,SEP,24,STS,50,78,30,38,38.3,9/24/1951,9,9.146341463
843,USA,Bedrock,Obar,1975,APR,30,NTS-YF,36:45.5,-116.0288,-568.8,20,38,4/30/1975,4,-173.4146341
440,USA,Flintlock,Lampblack,1966,JAN,18,NTS-YF,37.09169,-116.01869,-561.48,20,38,1/18/1966,1,-171.1829268
616,USA,Bowline,Thistle,1969,APR,30,NTS-YF,37.09028,-116.00564,-560.47,20,38,4/30/1969,4,-170.875
1065,USA,Touchstone,Borate,1987,OCT,23,NTS-YF,24:20.2,-116.0787,-542.5,20,38,10/23/1987,10,-165.3963415
30,UK,Quicksilver,Quargel,1978,NOV,18,NTS-YF,37.12687,-116.08387,-542,20,38,11/18/1978,11,-165.2439024
409,USA,Whetstone,Cup,1965,MAR,26,NTS-YF,37.14761,-116.04289,-536.75,20,38,3/26/1965,3,-163.6432927
726,USA,Emery,Harebell,1971,JUN,24,NTS-YF,37.14669,-116.06683,-518.77,20,38,6/24/1971,6,-158.1615854
365,USA,Niblick,Turf,1964,APR,24,NTS-YF,37.14958,-116.05539,-506.88,20,38,4/24/1964,4,-154.5365854
352,USA,Niblick,Fore,1964,JAN,16,NTS-YF,37.14228,-116.04911,-490.42,20,38,1/16/1964,1,-149.5182927
962,USA,Praetorian,Paliza,1981,OCT,1,NTS-YF,57:30.2,-116.0088,-472.1,20,38,10/1/1981,10,-143.9329268
661,USA,Mandrel,Terrine-White,1969,DEC,18,NTS-YF,37.12047,-116.03478,-461.77,20,38,12/18/1969,12,-140.7835366
385,USA,Whetstone,Par,1964,OCT,9,NTS-YF,37.15133,-116.077,-403.86,38,38,10/9/1964,10,-123.1280488
34,USSR,1956,,1956,SEP,10,STS,50,78,270,38,38,9/10/1956,9,82.31707317
727,USSR,1981,Pirit,1981,MAY,25,null,68.2,53.5,-1511,37.6,37.6,5/25/1981,5,-460.6707317
229,USSR,1964,,1964,MAR,15,STS-D,49.82083,78.09861,0,20,37,3/15/1964,3,0
277,USSR,1967,,1967,APR,20,STS-D,49.73611,78.10722,0,20,37,4/20/1967,4,0
686,USSR,1980,,1980,JUN,12,STS-B,49.98872,78.99108,0,20,37,6/12/1980,6,0
6,USA,Sandstone,X-ray,1948,APR,14,EN,11.67,162.24,60,37,37,4/14/1948,4,18.29268293
93,USA,Plumbbob,Priscilla,1957,JUN,24,NTS-FF,36.7981,-115.9289,210,37,37,6/24/1957,6,64.02439024
471,USSR,1974,,1974,DEC,27,STS-B,49.96583,79.00333,0,20,36,12/27/1974,12,0
504,USSR,1975,,1975,OCT,29,STS-B,49.95389,78.87389,0,20,36,10/29/1975,10,0
198,FRANCE,1990,Thoas,1990,NOV,21,PMU-L,-21.936,-138.967,0,20,36,11/21/1990,11,0
34,UK,Guardian,Serpa,1980,DEC,17,NTS-PM,37.32478,-116.31173,-572.7,20,35,12/17/1980,12,-174.6036585
373,USSR,1971,,1971,JUN,19,STS-SU,49.96903,77.64081,0,0.001,35,6/19/1971,6,0
683,USSR,1980,,1980,MAY,22,STS-D,49.77972,78.03639,0,0.001,35,5/22/1980,5,0
2,CHINA,,,1965,MAY,14,LN,41.5,88.5,500,20,35,5/14/1965,5,152.4390244
60,USSR,1958,,1958,MAR,14,STS,50,78,1030,35,35,3/14/1958,3,314.0243902
355,USSR,1970,,1970,SEP,6,STS-D,49.7525,78.00528,0,0.001,34,9/6/1970,9,0
147,FRANCE,1984,Echemos,1984,JUN,16,PMU-L,-21.849,-138.88,0,20,34,6/16/1984,6,0
149,FRANCE,1984,Acaste,1984,NOV,2,PMU-L,-21.857,-138.92,0,20,34,11/2/1984,11,0
204,FRANCE,1991,Lycurgue,1991,JUL,15,PMU-L,-21.877,-138.963,0,20,34,7/15/1991,7,0
40,FRANCE,1971,Dione,1971,JUN,5,PMU-DE,-21.83,-138.88,275,34,34,6/5/1971,6,83.84146341
792,USA,Toggle,Rio Blanco-1        S,1973,MAY,17,null,01:55.2,-108.368,-2040,33,33,5/17/1973,5,-621.9512195
1089,USA,Cornerstone,Ingot,1989,MAR,9,NTS-YF,25:40.5,-116.06694,-500,20,33,3/9/1989,3,-152.4390244
1079,USA,Touchstone,Bullfrog,1988,AUG,30,NTS-YF,03:44.4,-116.06852,-489.2,0,33,8/30/1988,8,-149.1463415
1016,USA,Fusileer,Breton,1984,SEP,13,NTS-YF,04:50.0,-116.07118,-483.11,20,33,9/13/1984,9,-147.2896341
794,USA,Toggle,Rio Blanco-3        SS,1973,MAY,17,null,01:55.2,-108.368,0,33,33,5/17/1973,5,0
793,USA,Toggle,Rio Blanco-2        SS,1973,MAY,17,null,01:55.2,-108.367,0,33,33,5/17/1973,5,0
2001,PAKISTAN,Chagai,Chagai-I,1998,MAY,28,CHA,28.7919,64.9475,0,30,32,5/28/1998,5,0
260,USSR,1966,,1966,AUG,5,STS-D,49.75889,78.04861,0,0.001,32,8/5/1966,8,0
306,USSR,1968,,1968,SEP,5,STS-D,49.73806,78.08083,0,0.001,32,9/5/1968,9,0
479,USSR,1975,,1975,JUN,8,STS-D,49.75167,78.00583,0,0.001,32,6/8/1975,6,0
167,FRANCE,1986,Circe,1986,DEC,10,PMU-L,-21.833,-138.892,0,20,32,12/10/1986,12,0
46,USSR,1957,,1957,SEP,7,NZ-CB,70.69,54.8,15,32,32,9/7/1957,9,4.573170732
43,USA,Upshot-Knothole,Harry,1953,MAY,19,NTS-YF,37.0403,-116.0253,90,32,32,5/19/1953,5,27.43902439
750,USSR,1981,,1981,NOV,29,STS-B,49.90194,78.84889,0,0.001,31,11/29/1981,11,0
22,USA,Buster,Easy,1951,NOV,5,NTS-YF,37.0919,-116.0244,400,31,31,11/5/1951,11,121.9512195
27,USA,Tumbler,Charlie,1952,APR,22,NTS-YF,37.0844,-116.0203,1050,31,31,4/22/1952,4,320.1219512
263,USSR,1966,Urta-Bulak,1966,SEP,30,null,38.968,64.517,-1532,30,30,9/30/1966,9,-467.0731707
65,USA,Wigwam,Wigwam,1955,MAY,14,null,28.7333,-126.2667,-610,30,30,5/14/1955,5,-185.9756098
339,USSR,1969,Say-Utes-1,1969,DEC,6,null,43.867,54.8,-410,30,30,12/6/1969,12,-125
509,USA,Latchkey,Midi Mist,1967,JUN,26,NTS-RM,37.20211,-116.20783,-374.9,0,30,6/26/1967,6,-114.2987805
571,USSR,1978,,1978,MAR,26,STS-D,49.76194,77.9825,-260,0.001,30,3/26/1978,3,-79.26829268
592,USA,Bowline,Schooner,1968,DEC,8,NTS-PM,37.34342,-116.56586,-111.22,30,30,12/8/1968,12,-33.90853659
668,USSR,1979,Galit,1979,OCT,24,null,47.85,48.14,0,20,30,10/24/1979,10,0
721,USSR,1981,,1981,MAR,29,STS-B,50.01806,78.97881,0,0.001,30,3/29/1981,3,0
830,USSR,1983,,1983,DEC,26,STS-D,49.79,78.10917,0,0.001,30,12/26/1983,12,0
163,FRANCE,1986,Galatee,1986,MAY,30,PMU-L,-21.862,-138.949,0,20,30,5/30/1986,5,0
169,FRANCE,1987,Lycomede,1987,MAY,20,PMU-L,-21.85,-138.913,0,20,30,5/20/1987,5,0
528,USA,Crosstie,Gasbuggy,1967,DEC,10,null,36.6778,-107.2083,-1290,29,29,12/10/1967,12,-393.2926829
526,USA,Crosstie,Cobbler,1967,NOV,8,NTS-YF,37.09181,-116.03581,-667.12,0,29,11/8/1967,11,-203.3902439
1002,USA,Fusileer,Romano,1983,DEC,16,NTS-YF,22:19.2,-116.0721,-515,20,29,12/16/1983,12,-157.0121951
359,USA,Niblick,Klickitat,1964,FEB,20,NTS-YF,37.15089,-116.04011,-492.56,70,29,2/20/1964,2,-150.1707317
694,USA,Mandrel,Morrones,1970,MAY,21,NTS-YF,37.07081,-116.013,-482.72,20,29,5/21/1970,5,-147.1707317
26,UK,Flintlock,Charcoal,1965,SEP,10,NTS-YF,37.07797,-116.01672,-455.44,20,29,9/10/1965,9,-138.8536585
963,USA,Praetorian,Tilci,1981,NOV,11,NTS-YF,49:54.0,-116.06849,-445,20,29,11/11/1981,11,-135.6707317
251,USSR,1965,,1965,NOV,21,STS-D,49.82833,78.05972,0,29,29,11/21/1965,11,0
249,USSR,1965,,1965,OCT,8,STS-D,49.83056,78.10139,0,0.001,29,10/8/1965,10,0
478,USSR,1975,,1975,APR,27,STS-B,49.9375,78.90361,0,20,29,4/27/1975,4,0
64,USA,Teapot,Apple-2,1955,MAY,5,NTS-YF,37.0531,-116.1025,150,29,29,5/5/1955,5,45.73170732
489,USA,Latchkey,Nash,1967,JAN,19,NTS-YF,37.14367,-116.13519,-363.78,39,28,1/19/1967,1,-110.9085366
722,USA,Emery,Baneberry,1970,DEC,18,NTS-YF,37.17314,-116.09886,-277.98,10,28,12/18/1970,12,-84.75
278,USSR,1967,,1967,MAY,28,STS-D,49.75167,78.00833,0,0.001,28,5/28/1967,5,0
386,USSR,1971,,1971,NOV,29,STS-D,49.73778,78.08139,0,0.001,28,11/29/1971,11,0
393,USSR,1972,,1972,MAR,10,STS-D,49.75194,78.11806,0,0.001,28,3/10/1972,3,0
96,FRANCE,1979,Egisthe,1979,JUN,29,PMU-R34,-21.818,-138.903,0,20,28,6/29/1979,6,0
202,FRANCE,1991,Pitthee,1991,JUN,14,PMU-L,-21.944,-138.988,0,20,28,6/14/1991,6,0
18,FRANCE,1966,Aldebaran,1966,JUL,2,PMU-L,-21.87,-139,10,28,28,7/2/1966,7,3.048780488
66,USA,Teapot,Zucchini,1955,MAY,15,NTS-YF,37.0947,-116.0239,150,28,28,5/15/1955,5,45.73170732
6,USSR,1953,Joe 5),1953,AUG,23,STS,50,78,600,28,28,8/23/1953,8,182.9268293
301,USSR,1968,Galit,1968,JUL,1,null,47.909,47.912,-590,27,27,7/1/1968,7,-179.8780488
240,USSR,1965,,1965,MAR,3,STS-D,49.82972,78.0575,0,0.001,27,3/3/1965,3,0
359,USSR,1970,,1970,NOV,4,STS-SU,49.98922,77.76244,0,0.001,27,11/4/1970,11,0
31,USSR,1956,,1956,AUG,24,STS,50,78,93,27,27,8/24/1956,8,28.35365854
42,USA,Upshot-Knothole,Encore,1953,MAY,8,NTS-FF,36.8,-115.9289,740,27,27,5/8/1953,5,225.6097561
15,UK,Antler,Antler Round 3/Taranaki,1957,OCT,9,SAU-MR,-29.8948,131.5916,300,25,26.6,10/9/1957,10,91.46341463
613,USA,Bowline,Coffer,1969,MAR,21,NTS-YF,37.13322,-116.08667,-464.82,0,26,3/21/1969,3,-141.7134146
232,USSR,1964,,1964,JUL,19,STS-D,49.815,78.09306,0,20,26,7/19/1964,7,0
361,USSR,1970,,1970,DEC,17,STS-D,49.75194,78.10167,0,20,26,12/17/1970,12,0
106,FRANCE,1980,Eurypyle,1980,JUN,16,PMU-R34,-21.87,-138.899,0,20,26,6/16/1980,6,0
129,USA,Hardtack I,Nutmeg,1958,MAY,21,BK,11.4961,165.3708,3,25.1,25.1,5/21/1958,5,0.914634146
669,USA,Mandrel,Labis,1970,FEB,5,NTS-YF,37.16397,-116.03883,-441.96,25,25,2/5/1970,2,-134.7439024
916,USA,Cresset,Draughts,1978,SEP,27,NTS-YF,46:22.4,-116.01983,-441.59,20,25,9/27/1978,9,-134.6310976
471,USA,Flintlock,Vulcan,1966,JUN,25,NTS-YF,37.15531,-116.07217,-322.11,25,25,6/25/1966,6,-98.20426829
1,UK,Hurricane,Hurricane,1952,OCT,3,MB,-20.397,115.5584,-2.7,25,25,10/3/1952,10,-0.823170732
292,USSR,1967,,1967,OCT,30,STS-D,49.79722,77.99944,0,0.001,25,10/30/1967,10,0
401,USSR,1972,,1972,JUN,7,STS-D,49.77306,77.99,0,0.001,25,6/7/1972,6,0
535,USSR,1977,,1977,MAR,29,STS-D,49.77639,78.0175,0,0.001,25,3/29/1977,3,0
21,UK,Grapple Z,Grapple Z/Burgee 2,1958,SEP,23,LI-CH,1.67,-157.25,450,25,25,9/23/1958,9,137.195122
800,USA,Toggle,Portulaca,1973,JUN,28,NTS-YF,33:43.5,-116.08586,-466.34,20,24,6/28/1973,6,-142.1768293
748,USA,Grommet,Chaenactis,1971,DEC,14,NTS-YF,37.12394,-116.08956,-331.01,20,24,12/14/1971,12,-100.9176829
302,USSR,1968,,1968,JUL,12,STS-D,49.75556,78.09917,-172,0.001,24,7/12/1968,7,-52.43902439
246,USSR,1965,,1965,JUN,17,STS-D,49.83056,78.05778,0,0.001,24,6/17/1965,6,0
259,USSR,1966,,1966,JUL,21,STS-D,49.73556,78.10472,0,20,24,7/21/1966,7,0
445,USSR,1974,,1974,JAN,30,STS-D,49.82333,78.04167,0,0.001,24,1/30/1974,1,0
476,USSR,1975,,1975,MAR,11,STS-D,49.75472,78.1075,0,0.001,24,3/11/1975,3,0
534,USSR,1977,,1977,MAR,29,STS-D?,49.97,78.086,0,20,24,3/29/1977,3,0
757,USSR,1982,,1982,FEB,19,STS-D,49.82333,78.03333,0,0.001,24,2/19/1982,2,0
895,USSR,1987,,1987,FEB,26,STS-D,49.83417,78.08111,0,0.001,24,2/26/1987,2,0
909,USSR,1987,,1987,JUN,6,STS-D,49.83667,78.06167,0,0.001,24,6/6/1987,6,0
188,FRANCE,1989,Hypsipyle,1989,OCT,24,PMU-L,-21.852,-138.912,0,20,24,10/24/1989,10,0
36,USA,Upshot-Knothole,Nancy,1953,MAR,24,NTS-YF,37.0956,-116.1028,90,24,24,3/24/1953,3,27.43902439
18,UK,Grapple Z,Grapple Z/Pennant 2,1958,AUG,22,LI-CH,1.67,-157.25,450,24,24,8/22/1958,8,137.195122
230,USSR,1964,,1964,MAY,16,STS-D,49.81778,78.09389,-260,20,23.7,5/16/1964,5,-79.26829268
281,USSR,1967,,1967,JUL,15,STS-D,49.84417,78.11556,0,0.001,23,7/15/1967,7,0
352,USSR,1970,,1970,JUL,21,STS-SU,49.95242,77.67289,0,0.001,23,7/21/1970,7,0
384,USSR,1971,,1971,OCT,21,STS-SU,49.97381,77.59733,0,23,23,10/21/1971,10,0
629,USSR,1979,,1979,FEB,16,STS-SU,49.974,77.668,0,0.001,23,2/16/1979,2,0
40,USA,Upshot-Knothole,Badger,1953,APR,18,NTS-YF,37.1383,-116.1178,90,23,23,4/18/1953,4,27.43902439
158,USSR,1962,,1962,AUG,21,STS,50,78,590,20,23,8/21/1962,8,179.8780488
659,USSR,1979,Kimberlit-1,1979,OCT,4,null,60.675,71.455,-840,22,22,10/4/1979,10,-256.097561
585,USA,Bowline,Crew,1968,NOV,4,NTS-YF,37.13048,-116.08651,-603.5,20,22,11/4/1968,11,-183.9939024
613,USSR,1978,Kraton-1,1978,OCT,17,null,63.185,63.432,-593,22,22,10/17/1978,10,-180.7926829
593,USSR,1978,Kraton-3,1978,AUG,24,null,65.925,112.338,-577,22,22,8/24/1978,8,-175.9146341
586,USSR,1978,Kraton-4,1978,AUG,9,null,63.678,125.522,-560,22,22,8/9/1978,8,-170.7317073
928,USA,Quicksilver,Fajy,1979,JUN,28,NTS-YF,26:21.1,-116.08752,-536,20,22,6/28/1979,6,-163.4146341
518,USA,Crosstie,Yard,1967,SEP,7,NTS-YF,37.15317,-116.05278,-520.6,20,22,9/7/1967,9,-158.7195122
622,USA,Bowline,Torrido,1969,MAY,27,NTS-YF,37.07511,-115.99531,-514.72,20,22,5/27/1969,5,-156.9268293
503,USA,Latchkey,Mickey,1967,MAY,10,NTS-YF,37.07786,-115.99531,-499.63,20,22,5/10/1967,5,-152.3262195
512,USA,Crosstie,Stanley,1967,JUL,27,NTS-YF,37.14872,-116.04853,-483.72,20,22,7/27/1967,7,-147.4756098
780,USA,Toggle,Flax-Source,1972,DEC,21,NTS-YF,37.1399,-116.0833,-440,0,22,12/21/1972,12,-134.1463415
650,USA,Mandrel,Piccalilli,1969,NOV,21,NTS-YF,37.03119,-116.00206,-393.8,20,22,11/21/1969,11,-120.0609756
651,USA,Mandrel,Planer,1969,NOV,21,NTS-YF,37.04816,-116.02273,-377.84,0,22,11/21/1969,11,-115.195122
465,USA,Flintlock,Discus Thrower,1966,MAY,27,NTS-YF,37.17839,-116.09775,-337.06,22,22,5/27/1966,5,-102.7621951
195,USA,Hardtack II,Blanca,1958,OCT,30,NTS-RM,37.1858,-116.2019,-254.51,22,22,10/30/1958,10,-77.5945122
255,USSR,1966,,1966,APR,21,STS-D,49.81778,78.09389,0,0.001,22,4/21/1966,4,0
968,USSR,1989,,1989,JUL,8,STS-B,49.86778,78.78028,0,20,22,7/8/1989,7,0
26,FRANCE,1967,Arcturus,1967,JUL,2,PMU-DE,-21.795,-138.892,3,22,22,7/2/1967,7,0.914634146
1,USSR,1949,ervaya Molniya,1949,AUG,29,STS-GZ,50.44,77.82,30,22,22,8/29/1949,8,9.146341463
1,CHINA,,596,1964,OCT,16,LN,42.35,88.3,102,20,22,10/16/1964,10,31.09756098
63,USA,Teapot,MET (Military Effects,1955,APR,15,NTS-FF,36.7981,-115.9289,120,22,22,4/15/1955,4,36.58536585
13,USA,Ranger,Fox,1951,FEB,6,NTS-FF,36.8,-115.95,440,22,22,2/6/1951,2,134.1463415
42,USSR,1957,,1957,APR,12,STS,50,78,1145,22,22,4/12/1957,4,349.0853659
517,USA,Crosstie,Door Mist,1967,AUG,31,NTS-RM,37.17756,-116.20894,-435.86,0,21,8/31/1967,8,-132.8841463
767,USA,Toggle,Diamond Sculls,1972,JUL,20,NTS-RM,37.21453,-116.18336,-419.4,0,21,7/20/1972,7,-127.8658537
689,USA,Mandrel,Mint Leaf,1970,MAY,5,NTS-RM,37.21653,-116.18406,-396.24,0,21,5/5/1970,5,-120.804878
577,USA,Bowline,Hudson Seal,1968,SEP,24,NTS-RM,37.2048,-116.2064,-344.42,0,21,9/24/1968,9,-105.0060976
412,USA,Whetstone,Gum Drop,1965,APR,21,NTS-16,37.008,-116.203,-304.8,0,21,4/21/1965,4,-92.92682927
5,USA,Crossroads,Baker,1946,JUL,24,BK,11.5833,165.5,-27,21,21,7/24/1946,7,-8.231707317
407,USSR,1972,,1972,AUG,26,STS-SU,49.98197,77.71661,0,0.001,21,8/26/1972,8,0
424,USSR,1973,,1973,APR,19,STS-SU,49.984,77.614,0,0.001,21,4/19/1973,4,0
790,USSR,1982,,1982,DEC,26,STS-B,50.06306,78.99389,0,20,21,12/26/1982,12,0
791,USSR,1982,,1982,DEC,26,STS-B,50.06306,78.99389,0,20,21,12/26/1982,12,0
209,FRANCE,1995,Themisto,1995,DEC,27,PMU-L,-21.88,-138.97,0,20,21,12/27/1995,12,0
1,USA,Trinity,Trinity,1945,JUL,16,NM,33.6753,-106.4747,30,21,21,7/16/1945,7,9.146341463
4,USA,Crossroads,Able,1946,JUN,30,BK,11.58,165.5,158,21,21,6/30/1946,6,48.17073171
21,USA,Buster,Dog,1951,NOV,1,NTS-YF,37.0847,-116.0197,430,21,21,11/1/1951,11,131.097561
3,USA,Alberta,Fat Man,1945,AUG,9,null,32.7702,129.8657,503,21,21,8/9/1945,8,153.3536585
105,USSR,1961,,1961,SEP,17,STS-GZ,50.45,77.75,695,20,21,9/17/1961,9,211.8902439
920,USA,Quicksilver,Farm,1978,DEC,16,NTS-PM,33:40.9,-116.41028,-689,20,20,12/16/1978,12,-210.0609756
781,USA,Toggle,Flax-Test,1972,DEC,21,NTS-YF,37.13994,-116.08325,-688.85,20,20,12/21/1972,12,-210.0152439
912,USA,Cresset,Panir,1978,AUG,31,NTS-PM,37:20.4,-116.35734,-681,20,20,8/31/1978,8,-207.6219512
926,USA,Quicksilver,Pepato,1979,JUN,11,NTS-PM,57:09.2,-116.45525,-681,20,20,6/11/1979,6,-207.6219512
944,USA,Tinderbox,Tafi,1980,JUL,25,NTS-PM,09:06.9,-116.4774,-680,20,20,7/25/1980,7,-207.3170732
1103,USA,Aqueduct,Bullion,1990,JUN,13,NTS-PM,16:42.2,-116.42012,-673.9,20,20,6/13/1990,6,-205.4573171
906,USA,Cresset,Backbeach,1978,APR,11,NTS-PM,36:13.5,-116.36847,-671.78,20,20,4/11/1978,4,-204.8109756
1025,USA,Grenadier,Towanda,1985,MAY,2,NTS-PM,04:54.6,-116.32521,-660.2,20,20,5/2/1985,5,-201.2804878
1117,USA,Sculpin,Hoya,1991,SEP,14,NTS-PM,24:55.3,-116.42813,-658,20,20,9/14/1991,9,-200.6097561
942,USA,Tinderbox,Kash,1980,JUN,12,NTS-PM,45:35.4,-116.45385,-645,20,20,6/12/1980,6,-196.6463415
1115,USA,Sculpin,Montello,1991,APR,16,NTS-PM,53:26.0,-116.44163,-641.6,20,20,4/16/1991,4,-195.6097561
1095,USA,Cornerstone,Amarillo,1989,JUN,27,NTS-PM,36:39.7,-116.35356,-640.1,20,20,6/27/1989,6,-195.152439
933,USA,Quicksilver,Sheepshead,1979,SEP,26,NTS-PM,29:50.8,-116.36405,-640,20,20,9/26/1979,9,-195.1219512
1019,USA,Grenadier,Tierra,1984,DEC,15,NTS-PM,45:09.5,-116.30541,-640,20,20,12/15/1984,12,-195.1219512
1012,USA,Fusileer,Kappeli,1984,JUL,25,NTS-PM,25:35.3,-116.41064,-640,20,20,7/25/1984,7,-195.1219512
973,USA,Praetorian,Nebbiolo,1982,JUN,24,NTS-PM,40:09.4,-116.37018,-639.5,20,20,6/24/1982,6,-194.9695122
968,USA,Praetorian,Hosta,1982,FEB,12,NTS-PM,21:07.2,-116.3161,-639.5,20,20,2/12/1982,2,-194.9695122
967,USA,Praetorian,Molbo,1982,FEB,12,NTS-PM,23:02.1,-116.46265,-638,20,20,2/12/1982,2,-194.5121951
955,USA,Guardian,Harzer,1981,JUN,6,NTS-PM,16:53.8,-116.3256,-637,20,20,6/6/1981,6,-194.2073171
1051,USA,Musketeer,Bodie,1986,DEC,13,NTS-PM,18:39.7,-116.41168,-635,20,20,12/13/1986,12,-193.597561
1114,USA,Sculpin,Bexar,1991,APR,4,NTS-PM,06:21.3,-116.3129,-629.4,20,20,4/4/1991,4,-191.8902439
1059,USA,Musketeer,Hardin,1987,APR,30,NTS-PM,35:35.5,-116.42312,-625,20,20,4/30/1987,4,-190.5487805
1120,USA,Julin,Junction,1992,MAR,26,NTS-PM,32:20.5,-116.35976,-622,20,20,3/26/1992,3,-189.6341463
1048,USA,Charioteer,Labquark,1986,SEP,30,NTS-PM,12:06.9,-116.30743,-616,20,20,9/30/1986,9,-187.804878
1064,USA,Musketeer,Lockney,1987,SEP,24,NTS-PM,28:18.3,-116.37471,-614.17,20,20,9/24/1987,9,-187.2469512
1041,USA,Charioteer,Jefferson,1986,APR,22,NTS-PM,6:20:20,-116.4402,-609,20,20,4/22/1986,4,-185.6707317
1026,USA,Grenadier,Salut,1985,JUN,12,NTS-PM,56:55.1,-116.48906,-608.08,20,20,6/12/1985,6,-185.3902439
1049,USA,Musketeer,Belmont,1986,OCT,16,NTS-PM,17:06.1,-116.46163,-605.03,20,20,10/16/1986,10,-184.4603659
1110,USA,Sculpin,Tenabo,1990,OCT,12,NTS-PM,56:55.1,-116.49421,-600,20,20,10/12/1990,10,-182.9268293
1029,USA,Grenadier,Serena,1985,JUL,25,NTS-PM,08:02.4,-116.43807,-597,20,20,7/25/1985,7,-182.0121951
1097,USA,Aqueduct,Hornitos,1989,OCT,31,NTS-PM,18:51.8,-116.49072,-562.94,20,20,10/31/1989,10,-171.6280488
1037,USA,Charioteer,Goldstone,1985,DEC,28,NTS-PM,42:26.8,-116.47274,-549,20,20,12/28/1985,12,-167.3780488
1057,USA,Musketeer,Delamar,1987,APR,18,NTS-PM,56:57.7,-116.50914,-544.1,20,20,4/18/1987,4,-165.8841463
1094,USA,Cornerstone,Contact,1989,JUN,22,NTS-PM,47:20.8,-116.41231,-544.1,20,20,6/22/1989,6,-165.8841463
